theatre,lng,lat,type,projector,date,ratio,width,height,size,seats,note
上海百丽宫影城（北外滩来福士店）,121.513880816638,31.2583277458835,dolby,科视Christie E3LH数字影院放映机,2021年9月30日,,,,,184,上海市第十一家杜比影院影厅
上海寰映影城（太阳宫店）,121.50784905446,31.2681655301559,imax,IMAX Commercial Laser,2021年9月19日,,19.86,10.190,202.3734,214,12聲道音響系統
上海CGV影城(白玉兰广场店) ,121.504773975039,31.254568890044,imax,IMAX 氙灯,"2017年12月30日(试营业)
2018年2月9日(正式营业)",,23.78,12.560,298.6800,222,
上海博悦汇影城(外滩IMAX店),121.497204044337,31.2434528870432,imax,IMAX 氙灯,"2018年6月21日(仅开业庆典)
2018年7月25日(正式营业)",,14.80,8.400,124.3200,224, 
上海MOViE MOViE影城（前滩太古里店）,121.488226019748,31.1587539344674,imax,IMAX Commercial Laser,2021年12月31日,,24.41,12.590,307.3219,301,12聲道音響系統
上海百丽宫影城（博荟广场店）,121.486924285233,31.2027860954955,imax,IMAX Commercial Laser,2021年6月17日,,19.49,10.110,197.0439,202,12聲道音響系統
上海CGV影城（晶耀前滩店）,121.48489402495,31.1585998879913,dolby,科视Christie E3LH数字影院放映机,"2019年8月23日
2019年8月23日启幕仪式",,10.650,6.100,64.9650,228,上海市第八家杜比影院影厅
上海和平影都,121.482750398512,31.238909429095,imax,IMAX 氙灯,"2004年2月20日(IMAX SR 3D)
2010年3月28日(IMAX 氙灯)
2014年8月13日",,19.90,16.000,318.4000,358,中國大陸地區第2家IMAX影院
上海SFC上影百联影城(八佰伴IMAX店) ,121.480193012555,31.2411588400218,imax,IMAX 氙灯,2016年12月30日,,14.27,7.290,104.0283,305,
上海SFC上影影城(天山缤谷IMAX店) ,121.478675774549,31.2401074698343,imax,IMAX 氙灯,2016年8月3日,,18.46,9.810,181.0926,192,
上海金逸影城(龙之梦IMAX店) ,121.478675774549,31.2401074698343,imax,IMAX Commercial Laser,"2012年12月22日-2021年5月14日（IMAX 氙灯）
2021年5月21日",,17.82,8.440,150.4008,246,12聲道音響系統
上海百丽宫影城(环贸iapm店) ,121.464513628862,31.2223539626502,imax,IMAX Commercial Laser,"2013年8月5日-（IMAX 氙灯）
2022年12月16日",,16.10,9.520,153.2720,217,12聲道音響系統
上海SFC上影影城(绿地缤纷城IMAX店) ,121.463101043447,31.1899158719443,imax,IMAX 氙灯,2017年1月19日,,18.72,10.783,201.8793,224,
上海幸福蓝海国际影城(招商花园城IMAX店) ,121.45443796477,31.3757299102334,imax,IMAX 氙灯,2020年7月24日,,21.68,11.400,247.1520,274,
上海万达影城（宝山万达广场店）,121.453517021961,31.3301098597259,imax,IMAX Commercial Laser,"2012年6月29日 (IMAX 氙灯)
2017年3月21日 (IMAX 氙灯)
2019年1月4日",,"19.12 
20.05 
20.05","10.050 
10.488 
10.480","192.1560 
210.2844 
210.1240","241
229",12聲道音響系統
上海海上明珠国际影城(大宁店) ,121.450867829182,31.2865289268692,imax,IMAX 氙灯,2016年5月28日,,20.20,10.910,220.3820,340,
上海幸福蓝海国际影城(香溢花城IMAX店) ,121.450639120599,31.2522831422325,imax,IMAX 氙灯,2019年12月27日,,17.36,8.840,153.4624,247,
上海电影艺术中心-上海影城,121.450258149232,31.2177720349618,dolby,科视Christie E3LH数字影院放映机,2023年6月9日零点,,21.300,8.900,189.5700,1008,上海市第十三家杜比影院影厅
上海寰映影城（大宁久光店）,121.445016446751,31.2817026353055,imax,IMAX Commercial Laser,"2022年12月14日(试营业)
2022年12月16日(正式营业)",,18.03,9.340,168.4002,186,12聲道音響系統
上海SFC上影影城(港汇永华IMAX店) ,121.44309577974,31.2013054159366,imax,IMAX 氙灯,"2014年12月18日-2016年9月
2018年7月6日（重新开业）",,15.24,7.850,119.6340,298,
上海寰映影城（大融城店）,121.43499953184,31.2869392843877,imax,IMAX Commercial Laser,2018年6月29日,,25.88,13.460,348.3450,300,12聲道音響系統
上海寰映影城（大融城店）,121.43499953184,31.2869392843877,dolby,科视Christie E3LH数字影院放映机,"2018年6月29日
2018年7月20日启幕仪式",,15.780,6.710,105.8838,251,"上海市第三家杜比影院影厅
中国大陆地区第一家同时拥有数字IMAX Commercial Laser影厅跟杜比影院影厅的影城"
宁波万达影城(奉化万达广场店) ,121.429399028938,29.671478000642,imax,IMAX 氙灯,2018年5月24日,,20.66,10.730,221.6818,388, -
上海万达影城(崇明万达广场店),121.424366020027,31.632266373199,imax,IMAX 氙灯,2020年11月27日,,22.13,11.790,260.9127,356,
台州万达影城(台州万达广场店) ,121.422692459664,28.6433370537349,imax,IMAX 氙灯,2016年6月17日,,  ,  ,  ,357, -
上海万达影城(颛桥龙盛广场店) ,121.419555055037,31.0737109119397,imax,IMAX 氙灯,2015年12月25日,,19.80,10.900,215.8200,372,
上海华谊兄弟电影中心（长风店）,121.403703017025,31.2302788524586,dolby,科视Christie E3LH数字影院放映机,"2019年1月24日
2019年1月25日启幕仪式-2022年12月1日
2022年12月14日",,14.280,6.970,99.5316,248,"上海市第六家杜比影院影厅 
全国艺术电影放映联盟"
鹿特丹 - Pathé De Kuip,121.401716324559,31.1998505048175,dolby,科视Christie E3LH数字影院放映机,,,,,,397,
烟台万达影城(芝罘万达广场店) ,121.400960759795,37.5413158052595,imax,IMAX 氙灯,2014年11月21日,,  ,  ,  ,409, -
烟台幸福蓝海国际影城(IMAX店) ,121.393697151272,37.5516328043596,imax,IMAX 氙灯,2014年9月26日,,21.21,11.270,239.0367,426, -
台州万达影城(中盛广场店) ,121.384801484112,28.5840203611792,imax,IMAX 氙灯,2016年11月11日,,21.55,  ,  ,374, -
上海红星电影世界（吴中路旗舰店）,121.379860192179,31.1809231731706,dolby,科视Christie E3LH数字影院放映机,"2018年1月12日
2018年1月12日启幕仪式",,17.300,9.350,161.7550,286,"上海市第二家杜比影院影厅 
全国艺术电影放映联盟"
上海万达影城(马桥万达广场店),121.365795063487,31.0348704298164,imax,IMAX 氙灯,2020年12月23日,,20.89,11.240,234.8036,268,银幕型号:HARKNESS IMAX Coating 3.1 Peak Gain
台州金逸影城(万嘉广场IMAX店),121.361758959653,28.573863054165,imax,IMAX 氙灯,2019年7月19月,,,,,408,
台南南紡威秀影城,121.359391223168,38.965717989384,imax,IMAX 氙灯,2015年1月28日,,21.80,12.200,265.9600,390,
上海上影虹桥临空国际影城 ,121.358927967016,31.2280608310168,imax,IMAX 氙灯,2016年1月9日,,16.74,9.350,156.5190,240,
上海CGV影城(七宝店)  ,121.357968695047,31.1615235741735,imax,IMAX 氙灯,2016年11月1日,,19.32,10.290,198.8028,214,
上海CGV影城(天空万科广场店) ,121.357035596629,31.1615338350333,imax,IMAX Commercial Laser,2022年12月16日,,18.77,9.8,183.9460,285,12聲道音響系統
上海万达影城(江桥万达广场店) ,121.352174775684,31.2653585443524,imax,IMAX 氙灯,"2011年6月18日
2017年9月8日",,"21.34 
23.21","21.340 
11.957","255.2264 
277.5220",378,
上海星轶IMAX影城（九亭U天地旗舰店）,121.331971974595,31.1462288368683,imax,IMAX 氙灯,2016年12月23日,,19.57,11.390,222.9023,263,
上海UME影城(虹桥天地店) 原上海英皇UA电影城(虹桥天地店),121.322327946301,31.1986145732375,imax,IMAX 氙灯,"2015年9月23日-2022年11月22日
2023年5月6日",,21.80,11.800,257.2400,207,
上海CGV影城（南翔印象城店）,121.31264367392,31.3111246632443,dolby,科视Christie E3LH数字影院放映机,2020年9月24日,,,,,269,上海市第十家杜比影院影厅
上海万达影城(松江万达广场店) ,121.250578668269,31.0629303565912,imax,IMAX 氙灯,2014年5月30日,,22.17,12.100,268.2570,395,
上海CGV影城（松江印象城店）,121.22878622575,31.0674627000342,dolby,科视Christie E3LH数字影院放映机,2021年11月21日,,,,,265,上海市第十二家杜比影院影厅
宁波星美国际影城(奥特莱斯店) ,121.215955997642,30.1856681298732,imax,IMAX 氙灯,2016年3月12日,,  ,  ,,368, -
慈溪中影星美国际影城(保利店) ,121.215955997642,30.1856681298732,imax,IMAX 氙灯,2016年6月2日,,  ,  ,,454, -
桃園新光影城,121.2134139,25.0167718,dolby,科视Christie E3LH数字影院放映机,2020年12月4日,,,,,330,全台第一家杜比影院影厅，全球第261家杜比影院影厅
南通幸福蓝海国际影院(海门IMAX店),121.190708043318,31.8863575376206,imax,IMAX 氙灯,2017年12月23日,,,,,429, -
余姚CGV影城(城东店) ,121.186055359759,30.0729001967182,imax,IMAX 氙灯,2014年6月28日,,  ,  ,,375, -
台中大遠百威秀影城,121.173064293168,31.1742380349788,imax,IMAX 氙灯,2011年12月30日,,18.25,9.350,170.6375,391,
太仓万达影城(万达广场店) ,121.143798260095,31.4659407954768,imax,IMAX 氙灯,2012年12月7日,,20.30,12.600,255.7800,363, -
余姚万达影城(万达广场店) ,121.140843014628,30.0337693016087,imax,IMAX 氙灯,2013年11月1日,,20.84,11.060,230.4904,302, -
太仓幸福蓝海国际影城（华发广场IMAX店）,121.136201290397,31.4385164872522,imax,IMAX 氙灯,2021年5月28日,,21.64,11.670,252.5388,323,
锦州万达影城(万达广场店) ,121.131890501916,41.0951404739296,imax,IMAX 氙灯,2017年9月1日,,  ,  ,,397, -
南通幸福蓝海国际影院(IMAX店) ,121.101636111323,32.0933129207819,imax,IMAX 氙灯,2015年1月10日,,   ,  ,,436, -
"拉斯皮尼亞斯 - Vista Cinemas, Evia Lifestyle Center",121.0117355,14.3764448,imax,IMAX Commercial Laser,,,,,,,
昆山万达影城(万达广场店),120.999218952672,31.419987825452,imax,IMAX 氙灯,2017年7月5日,,19.40,10.760,208.7440,363, -
乐清虹桥神画 IMAX 影城,120.992501856166,28.1181799952283,imax,IMAX 氙灯,2019年5月24日,,,,,383,
帕賽市 - SM Mall of Asia,120.9819432,14.5352172,imax,"IMAX GT
IMAX Xenon",,,28.95,21.94,635.1630,,
昆山万象影城（万象汇IMAX激光店) ,120.934049043857,31.387791866487,imax,IMAX Commercial Laser,2019年11月12日,,23.84,12.300,293.2320,443,5.1聲道音響系統
南通金逸影城(大有境IMAX店),120.921135003845,32.0085950456247,imax,IMAX 氙灯,2021年2月11日,,23.41,12.870,301.2867,317,银幕型号:HARKNESS IMAX Coating 3.1 Peak Gain
昆山保利国际影城(文化艺术中心店),120.912267021681,31.3879829893336,imax,IMAX 氙灯,2013年3月8日,,  ,  ,  ,340, -
南通万达影城(星光耀广场店) ,120.896919561874,31.9702138971013,imax,IMAX 氙灯,2015年9月27日,,  ,  ,,301, -
南通CGV影城(万象城店),120.865392002882,32.0582149990953,imax,IMAX 氙灯,2019年6月5日,,21.28,11.280,240.0384,284, -
绍兴万达影城(上虞万达广场店) ,120.849273796947,30.0603948198153,imax,IMAX 氙灯,2016年11月25日,,   ,  ,   ,361, -
嵊州金逸IMAX影城(和悦时代广场店) ,120.847512562156,29.6077777580583,imax,IMAX 氙灯,2018年5月21日,,  ,  ,  ,287, -
南通万达影城(港闸万达广场店) ,120.840835025156,32.0424321978802,imax,IMAX 氙灯,2015年12月11日,,  ,  ,,390, -
绍兴星轶IMAX影城（嵊州吾悦广场旗靓店）,120.823684379698,29.5782065237369,imax,IMAX 氙灯,2017年10月27日,,  ,  ,  ,372, -
温州万达影城(龙湾万达广场店),120.818114705877,27.9264150840312,imax,IMAX 氙灯,2012年11月30日,,22.30,11.702,260.9546,392, - 
嘉兴万达影城(万达广场店) ,120.804420324867,30.7417125369282,imax,IMAX 氙灯,2015年6月12日,,  ,  ,  ,373, -
苏州万达影城(奥体中心店),120.755625447532,31.3138367953923,imax,IMAX 氙灯,2019年1月18日,,16.60,9.210,152.8860,310, -
常熟万达影城(万达广场店),120.739056921045,31.690166848316,imax,IMAX 氙灯,2017年7月20日,,21.71,11.340,246.1914,361, -
苏州苏艺影城(艺术中心店),120.709037976326,31.3278308963815,imax,IMAX 氙灯,"2007年10月1日(IMAX MPX)
2010年6月12日(IMAX 氙灯)",,21.30,13.300,283.0000,384,中國大陸地區第7家IMAX影院，同时也是IMAX科教影院
温州博悦汇影城(印象城MEGA店),120.708027096174,27.9917505130114,imax,IMAX Laser XT,2022年2月1日,,17.82,8.950,159.4890,249,
海宁传奇电影中心,120.698412010279,30.5335349048362,imax,IMAX 氙灯,"2018年1月1日
2022年12月16日",,  ,,,285, -
温州卢米埃影城(万象城店) ,120.692045432682,27.958768403968,imax,IMAX 氙灯,2016年5月28日,,  ,  ,  ,361, -
苏州CGV影城(苏州中心店) ,120.684414703653,31.3227121445246,imax,IMAX 氙灯,2017年11月11日,,23.38,12.240,286.1712,294, -
苏州CGV影城（大悦城春风里店) ,120.683616020224,31.3246469016619,imax,IMAX Commercial Laser,2021年12月16日,,18.02,9.240,166.5048,213,12聲道音響系統
温州万达影城(南塘店),120.671643207776,28.0012897682703,imax,IMAX 氙灯,2018年12月30日,,21.92,11.410,250.1072,310, -
苏州万达影城(新湖广场店),120.644894112064,31.1846073676773,imax,IMAX 氙灯,2019年6月28日,,,,,271,
温州博纳国际影城（5050店）,120.625260011259,28.0233200088296,imax,IMAX 氙灯,2018年11月16日,,21.25,11.080,235.4500,304, -
苏州万达影城(平江万达广场店) ,120.620830034571,31.3473339601092,imax,IMAX 氙灯,"2009年9月17日
2017年12月6日",,  ,  ,  ,342, -
苏州万达影城(吴中万达广场店) ,120.612974802039,31.259624009058,imax,IMAX 氙灯,2015年12月11日,,22.52,11.790,265.5108,376, -
苏州幸福蓝海国际影城(石路IMAX店) ,120.605778027446,31.315909868132,imax,IMAX 氙灯,"2011年12月9日
2017年10月11日",,26.09,13.860,361.6074,402, -
嘉兴星轶IMAX影城（桐乡吾悦广场旗舰店）,120.597038682631,30.6344599329264,imax,IMAX 氙灯,2017年5月26日,,  ,  ,  ,394, -
苏州苏州湾IMAX影城,120.596363875532,31.1426745680669,imax,IMAX 氙灯,2021年9月30日,,21.55,11.410,245.8855,272,银幕型号:HARKNESS IMAX Coating 3.1 Peak Gain
绍兴卢米埃影城(银泰城店) ,120.585041615963,29.9918119971532,imax,IMAX 氙灯,2015年1月10日,,  ,  ,  ,393, -
张家港万达影城(万达广场店),120.582869260669,31.8771007024478,imax,IMAX 氙灯,2018年12月28日,,22.85,11.760,268.7160,403,万达影院旗下第300家IMAX影院
南通星轶IMAX影城（如皋吾悦广场旗舰店）,120.581603009222,32.3738430997324,imax,IMAX 氙灯,2017年11月17日,,21.50,11.300,242.9500,318, -
温州万达影城(平阳万达广场店) ,120.579642799849,27.5927448614156,imax,IMAX 氙灯,2014年12月6日,,  ,  ,  ,430, -
苏州幸福蓝海国际影城(绿宝IMAX店) ,120.556915238214,31.3083791314364,imax,IMAX 氙灯,2015年12月26日,,24.06,12.820,308.4492,347, -
张家港幸福蓝海国际影城(IMAX店) ,120.5524849751,31.8662279610873,imax,IMAX 氙灯,2014年10月31日,,24.70,14.850,366.7950,402, -
绍兴万达影城(柯桥万达广场店) ,120.516724061561,30.0996668599843,imax,IMAX 氙灯,2010年12月17日,,   ,  ,  ,316, -
青岛SFC上影影城(金狮广场店),120.470902036481,36.1015749085419,imax,IMAX 氙灯,2016年4月28日,,  ,   ,  ,291, -
苏州幸福蓝海国际影城(文体中心IMAX店) ,120.468750594784,31.1247216004845,imax,IMAX 氙灯,2017年8月25日,,22.78,12.150,276.7770,313, -
朝阳万达影城(万达广场店) ,120.468469964143,41.5982008820272,imax,IMAX 氙灯,2016年11月26日,,20.14,10.670,214.8938,423, -
南通万达影城（通州万达广场店） ,120.458915227416,32.5217548734963,imax,IMAX 氙灯,2014年11月29日,,19.80,11.000,217.8000,370, -
青岛万达影城(李沧万达广场店) ,120.440504186498,36.172561944847,imax,IMAX 氙灯,2012年9月21日,,  ,  ,  ,348, -
青岛万达影城(青特万达广场店) ,120.427986478877,36.3117248666445,imax,IMAX 氙灯,2019年11月8日,,24.11,12.570,303.0627,339,
青岛CGV影城(新都心店) ,120.402224244648,36.1200122382843,imax,IMAX 氙灯,2016年6月28日,,   ,  ,,229, -
无锡金逸影城(荟聚店) ,120.401678795555,31.588428424539,imax,IMAX Commercial Laser,"2014年12月28日-2020年8月20日(IMAX 氙灯)
2020年9月30日",,"23.14
23.22","12.34
12.68","285.5476
294.4296",355,12聲道音響系統
青岛万达影城(CBD万达广场店),120.385412996012,36.0945028633211,imax,IMAX 氙灯,"2011年2月1日
2017年9月7日",,"21.93
21.20","10.10
10.997","221.493
233.1364",374,
青岛CGV影城(万象城店) ,120.384205493746,36.0732035272581,imax,IMAX 氙灯,2015年4月30日,,   ,  ,,442, -
无锡万达影城(新吴万达广场店) ,120.370961595951,31.4910190614634,imax,IMAX 氙灯,2020年7月30日,,,,,354, -
杭州SFC上影影城(龙湖店) ,120.342826128395,30.3157172111972,imax,IMAX 氙灯,2015年9月26日,,  ,  ,  ,376, -
江阴金逸影城(美嘉城IMAX店) ,120.33947167596,31.8937825939114,imax,IMAX 氙灯,2017年10月27日,,25.75,13.860,356.8950,349, -
东台幸福蓝海国际影城(中南IMAX店) ,120.325843932221,32.8683189525666,imax,IMAX 氙灯,2021年2月12日,,22.23,12.130,269.6499,345,银幕型号:HARKNESS IMAX Coating 3.1 Peak Gain
杭州SFC上影影城(余之城店) ,120.311017040457,30.3997729647231,imax,IMAX 氙灯,2018年7月20日,,  ,  ,  ,256, -
杭州博纳国际影城（临平IMAX店）,120.310211260414,30.4107019084831,imax,IMAX 氙灯,2018年6月23日,,,,,288,
无锡万达影城(惠山万达广场店) ,120.306712899436,31.6815759439006,imax,IMAX 氙灯,2013年7月1日,,24.63,12.825,315.8798,409, -
杭州金逸影城电影街(影视中心IMAX店) ,120.300229469248,30.2531385892253,imax,IMAX 氙灯,2016年1月29日,,20.71,10.800,223.6680,356, -
无锡金逸影城(方圆荟店) ,120.296162570713,31.543368638038,imax,IMAX 氙灯,2022年2月1日,,21.84,12.030,262.7352,402,银幕型号:HARKNESS IMAX Coating 3.1 Peak Gain
